job_title,location,company,salary,rating,summary
Database Analysis/Development - Expert,"San Francisco, CA 94103 (South Of Market area)",Bayer,,4.2,Encrypt database and data object storage. 7+ years of experience as a database administrator. Project management experience with database migration.
Manufacturing Engineer,"San Francisco Bay Area, CA",SaiberSMart LLC,"$55,000 - $60,000 a year",,"Ability to interpret basic statistical data. Bachelor’s Degree in Engineering, Science, or technical field (Chemical, Mechanical, Biomedical, Bioengineering or…"
Software Engineer - Data (Hadoop Platform Team),"San Francisco, CA 94103 (South of Market area)",Uber,,3.7,"Design and implement distributed solutions to make new data available faster for business analytical needs. Experience coding with C++, Java, Python, or Go."
"Analyst, Global Direct-to-Consumer Omnichannel","San Francisco, CA (North Waterfront area)",Levi Strauss & Co.,,3.9,Partner with Engineering to optimize data tracking/quality and drive data warehouse improvements. Expertise with data visualization and dashboard tools such as…
Senior Operations Data Analyst,"San Francisco, CA 94104 (Financial District area)",Coinbase,,4.4,"Minimum 5 years of experience in an analyst function (e.g. operations, finance, business analytics, etc.). Expert SQL skills, data modeling, Python experience a…"
Data Science - Trust & Safety - Product Content,"San Mateo, CA",Roblox,,4.3,An expert transforming data with SQL and a scripting language such as Python or R. You're experienced in automating efforts and crunching massive volumes of…
"Backend Engineer, Catalogs Infra","San Francisco, CA 94103 (South of Market area)",Pinterest,,4.2,Design and implement services/components to support new Catalogs products and Shopping business opportunities. 3+ years of relevant industry experience.
Valuation Analyst,"San Francisco, CA",Eave Inc,,,Prior experience with valuing or buying residential real estate. Comfort with ambiguity and ability to change course or adopt new processes as needed.
Software Engineer,"San Francisco, CA",Grand Rounds,,3.4,"Full stack development experience, from user interface to application logic to data storage. Develop in Javascript, Typescript, Apex, Ruby, Golang and other…"
"Associate Staff Scientist, Engineer, or Geologist","Oakland, CA 94612 (Downtown area)","Path Forward Partners, Inc.",$40 - $50 an hour,,California Geologist or Engineering in Training (GIT or EIT) preferred; Personal protective equipment provided or required. Advanced MS Excel user; and.
Communications Dispatcher I,"San Francisco, CA (Bayview area)",City & County of San Francisco,$28.48 - $34.60 an hour,4.0,"Operates a variety of communications equipment and information transmitting devices such as, multi-line telephones, two-way radio and pager systems utilized to…"
Compliance Coordinator,"San Francisco, CA",NorthOne,,,"You're familiar with business intelligence tools (Looker, Tableau, Periscope, Redash, Mode, etc). Our company's purpose is to eliminate the pain that small…"
Scientist #JN -012021-59426,"South San Francisco, CA 94080",SSI,,3.7,"MA or PhD in Immunology, Oncology or related field & 3-5 YOE. Bachelors' degree (Biology background - Oncology, Immunology, or related field)."
Sales Operations Analyst,"San Francisco, CA",Instacart,,2.8,"Experience working with Salesforce data. Strong experience with data visualization tools, preferably Tableau. Partner with Sales Leaders to design, development,…"
Staff Data Scientist,"South San Francisco, CA",Plenty,,4.0,"7-10+ years of experience in R or Python (scripting languages) etc. for analyzing data. Background in computational modeling, data science and analysis, ideally…"
"System Engineer, People Data and Analytics Platform","San Francisco, CA 94103 (South of Market area)",Uber,,3.7,"Experience in data encryption and data anonymization. As part of the engineering team, we provide teams all across Uber with an entry point to People data, give…"
Lead Data Engineer,"Oakland, CA 94612",Alluma,,,Manage and enhance our Snowflake data warehouse and Airflow data pipelines. This role will get to shape a data practice and help drive Alluma’s data-informed…
"Workforce Analyst, Customer Experience","Corte Madera, CA",Restoration Hardware,,3.2,Analyze complex business problems that can be solved through change management or system automation. Workforce Analysts will provide solutions that help attain…
"Senior Data Engineer, Processing and Serving","San Francisco, CA 94108 (Chinatown area)",Chime,,,5+ years experience ingesting and transforming data from or into star schema or flat data models. Design data warehouse schemas and scale data warehouse to…
Data Scientist,"San Francisco Bay Area, CA",CipherTrace,,,BS in Computer Science or Math or equivalent experience. Good understanding of the blockchain technical space and data structures >= 4 years analyzing relevant…
Senior Data Scientist - Brand Partnerships,"San Mateo, CA",Roblox,,4.3,An expert with SQL and a scripting language such as Python or R. You're experienced in automating efforts and crunching massive volumes of data.
Data Scientist,"San Francisco Bay Area, CA",Logic20/20,,3.5,Masters or PhD in data science or related field. Ability to communicate data science concepts to business stakeholders. Experience with Tensorflow or PyTorch.
"Senior Exchange Analyst, MoPub","San Francisco, CA 94103 (South of Market area)",Twitter,,4.1,Work with product management to integrate proven strategies into our products and with data engineering to expand access to data.
BI Analyst Intern,"San Francisco, CA 94107 (Yerba Buena area)",Unity Technologies,,4.0,"Support data initiatives for new products in the Demand Monetization. A passion for data, analysis, and problem solving."
Data / Integration Engineer - REMOTE,"San Francisco, CA 94107 (South Of Market area)",Grid Dynamics,,,Design and build robust data integrations within our data platform and between the engineering systems to enable touchless data processing.
"Software Engineer (iOS), Orders Experience Business Operations","San Francisco, CA",Square,,3.6,"Build and maintain intuitive Order Manager and sales data visualization. Collaborate with iOS, Android, and Server engineers to ship features."
"Associate Research Scientist, HTP Assays and Protein Production","Redwood City, CA",Bristol Myers Squibb,,4.2,"Experience using basic data analysis and visualization software (Excel, Prism, Spotfire). Ability to efficiently manage and prioritize multiple projects and…"
Senior Business Operations and Strategy Analyst,"San Francisco, CA",Tubi,,,"Accounting or finance degree or work experience a plus. Fluent in SQL, Python and/or R. Bachelor's degree from an accredited university, or equivalent work…"
Senior Business Intelligence Engineer,"San Francisco, CA",SADA,,3.8,"Experience in business intelligence role, including data warehousing, business intelligence, data visualization tools, techniques and technology."
Senior Data Scientist,"San Francisco, CA 94111 (Financial District area)",Carbon Health,,2.6,"Graduate degree, or equivalent experience in a quantitative field. Develop the data warehouse to reduce query complexity and enable access."
